file,adv,stop,rear,travel_time,match,remark
20230119_14,100942,200951,,6.1,0,
20230119_14,100942,200950,,4.6,1,
20230119_14,100944,200951,,4.6,1,
20230119_14,100944,200950,,3.1,0,
20230119_14,100949,200953,,7.4,0,
20230119_14,100949,,300956,12.9,0,
20230119_14,101027,201038,,7.2,0,
20230119_14,101027,201042,,8.2,0,
20230119_14,101028,201041,,6.6,0,
20230119_14,101028,201036,,4.2,1,updated
20230119_14,101030,201042,,5.9,0,
20230119_14,101030,201038,,4.9,0,
20230119_14,101031,201040,,4.4,1,
20230119_14,101031,201049,,8.6,0,
20230119_14,101033,201038,,3.5,0,
20230119_14,101033,201042,,4.5,0,
20230119_14,101034,201041,,4.3,1,updated
20230119_14,101034,201053,,11.5,0,
20230119_14,101037,201049,,5.3,1,
20230119_14,101039,201053,,8.1,0,
20230119_14,101044,201053,,6.6,0,
20230119_14,101112,201114,,3.8,1,
20230119_14,101113,201118,,8.2,1,
20230119_14,101115,201116,,3.5,1,
20230119_14,101221,201243,,12.7,0,
20230119_14,101221,201235,,8.2,0,
20230119_14,101221,201232,,7,0,
20230119_14,101221,201229,,4.6,0,
20230119_14,101221,201225,,2.9,0,
20230119_14,101224,201234,,5.6,0,
20230119_14,101226,201237,,6.1,0,
20230119_14,101227,201243,,9.7,0,
20230119_14,101227,201235,,5.2,0,
20230119_14,101226,,301244,10.2,0,
20230119_14,101227,201232,,4,0,
20230119_14,101228,,301244,8.9,0,
20230119_14,101228,201237,,4.8,0,
20230119_14,101230,201243,,6.7,0,
20230119_14,101233,,301251,12.3,0,
20230119_14,101233,,301244,6.1,0,
20230119_14,101368,201369,,4.6,1,updated
20230119_14,101370,201372,,5.7,0,
20230119_14,101371,201372,,3.4,0,
20230119_14,101473,201486,,6.5,0,
20230119_14,101473,201482,,4,1,
20230119_14,101475,201493,,9.5,0,
20230119_14,101475,201488,,6,0,
20230119_14,101475,201484,,4.5,0,
20230119_14,101478,,301497,9.4,0,
20230119_14,101478,201487,,4.4,0,
20230119_14,101478,201495,,8.1,0,
20230119_14,101479,201493,,7.7,0,
20230119_14,101479,201488,,4.2,0,
20230119_14,101479,201484,,2.7,0,
20230119_14,101480,201486,,4,1,
20230119_14,101481,201495,,6.2,0,
20230119_14,101481,201487,,2.5,0,
20230119_14,101481,,301497,7.5,0,
20230119_14,101483,201493,,5.7,0,
20230119_14,101485,,301497,5.7,0,
20230119_14,101485,201495,,4.4,0,
20230119_14,101489,201493,,3.4,0,
20230119_14,101625,201627,,5.3,1,updated
20230119_14,101625,,301626,3.7,0,
20230119_14,101628,201630,,6.6,1,
20230119_14,101629,201631,,7.6,1,
20230119_14,101717,201734,,6.7,0,
20230119_14,101717,201739,,10.3,0,
20230119_14,101720,201729,,4.5,0,
20230119_14,101720,201741,,10.3,0,
20230119_14,101722,201731,,4.1,0,
20230119_14,101722,201738,,7.7,0,
20230119_14,101724,201739,,8.1,0,
20230119_14,101724,201734,,4.5,0,
20230119_14,101726,201738,,5.2,0,
20230119_14,101728,201739,,5.6,0,
20230119_14,101730,201741,,5.5,0,
20230119_14,101732,201738,,3.4,0,
20230119_14,101733,201739,,3.9,0,
20230119_14,101735,201741,,3.3,0,
20230119_14,101825,201835,,8,0,
20230119_14,101825,201833,,5.8,1,
20230119_14,101828,201833,,3.8,0,
20230119_14,101828,201835,,6,1,
20230119_14,101830,201834,,4,1,
20230119_14,101830,201836,,5.9,0,
20230119_14,101831,201837,,6,1,
20230119_14,101832,201834,,2.5,0,
20230119_14,101832,201836,,4.4,1,
20230119_14,101903,201906,,6.5,1,
20230119_14,101904,201907,,5.3,0,
20230119_14,102226,,302236,12,0,
20230119_14,102230,,302236,10.3,0,
20230119_14,102233,,302236,9,0,
20230119_15,100002,200005,,6.5,1,updated
20230119_15,100181,200184,,3.3,1,
20230119_15,100181,200185,,5.4,0,
20230119_15,100183,200185,,2.9,1,
20230119_15,100314,200335,,11.6,0,
20230119_15,100314,200328,,6.4,0,
20230119_15,100314,200331,,7.9,0,
20230119_15,100318,200328,,4.4,0,
20230119_15,100318,200331,,5.9,0,
20230119_15,100318,200335,,9.6,0,
20230119_15,100320,,300334,6.6,0,
20230119_15,100320,200338,,10.3,0,
20230119_15,100321,200328,,2.9,0,
20230119_15,100321,200331,,4.4,0,
20230119_15,100321,200335,,8.1,0,
20230119_15,100324,200338,,8.9,0,
20230119_15,100324,,300334,5.2,0,
20230119_15,100326,200335,,6.2,0,
20230119_15,100326,200331,,2.5,0,
20230119_15,100327,200337,,6.5,0,
20230119_15,100329,200335,,4.8,0,
20230119_15,100330,200335,,3.7,0,
20230119_15,100332,200337,,4.1,0,
20230119_15,100333,200337,,3.2,0,
20230119_15,100454,200469,,8.9,0,
20230119_15,100454,200465,,5.6,1,
20230119_15,100460,200466,,4,0,
20230119_15,100460,200467,,5.3,0,
20230119_15,100460,200470,,6.5,0,
20230119_15,100461,200469,,5.2,1,
20230119_15,100461,200474,,11.6,0,
20230119_15,100468,200474,,6.8,1,
20230119_15,100657,200659,,3.3,1,
20230119_15,100658,200660,,3.6,1,
20230119_15,100771,200785,,6.6,0,
20230119_15,100771,,300793,9.8,0,
20230119_15,100772,200782,,5,1,
20230119_15,100772,200786,,6.7,0,
20230119_15,100774,200796,,9.9,0,
20230119_15,100774,200784,,4.6,0,
20230119_15,100774,200789,,6.6,0,
20230119_15,100776,200786,,5,1,
20230119_15,100776,200800,,12.4,0,
20230119_15,100776,200782,,3.3,0,
20230119_15,100777,200785,,3.9,0,
20230119_15,100777,,300793,7.1,0,
20230119_15,100777,200801,,11.9,0,
20230119_15,100779,200789,,4.8,0,
20230119_15,100779,200784,,2.8,0,
20230119_15,100779,200796,,8.1,0,
20230119_15,100783,200789,,2.8,0,
20230119_15,100783,200796,,6.1,0,
20230119_15,100787,200800,,7.2,1,
20230119_15,100788,200796,,4.4,0,
20230119_15,100790,200801,,5.6,0,
20230119_15,100791,200796,,2.7,0,
20230119_15,100889,200890,,3.1,1,
20230119_15,101134,201153,,8.2,0,
20230119_15,101134,201148,,6.6,0,
20230119_15,101134,201157,,10.7,0,
20230119_15,101135,201146,,5.1,0,
20230119_15,101135,201160,,12,0,
20230119_15,101135,201152,,7.8,0,
20230119_15,101138,201157,,8.6,0,
20230119_15,101138,201148,,4.5,0,
20230119_15,101138,201153,,6.1,0,
20230119_15,101139,,301163,12.5,0,
20230119_15,101139,201158,,8.5,0,
20230119_15,101139,201149,,4.8,0,
20230119_15,101141,201152,,5,0,
20230119_15,101141,201160,,9.2,0,
20230119_15,101144,201158,,5.7,0,
20230119_15,101144,,301163,9.7,0,
20230119_15,101145,201157,,5.4,0,
20230119_15,101145,201153,,2.9,0,
20230119_15,101147,201160,,6.5,0,
20230119_15,101150,201157,,3.4,0,
20230119_15,101151,201160,,4.7,0,
20230119_15,101154,201160,,3.4,0,
20230119_15,101155,,301163,5.9,0,
20230119_15,101236,201252,,6,0,
20230119_15,101236,201257,,8.6,0,
20230119_15,101237,201254,,6.8,0,
20230119_15,101237,201258,,8.5,0,
20230119_15,101237,201263,,12.7,0,
20230119_15,101237,201249,,5.1,0,
20230119_15,101240,201252,,4.5,0,
20230119_15,101240,201257,,7.1,0,
20230119_15,101240,201265,,12.2,0,
20230119_15,101241,201259,,7.5,0,
20230119_15,101241,201267,,12.6,0,
20230119_15,101241,201255,,5.5,0,
20230119_15,101241,,301266,11.9,0,
20230119_15,101241,,301247,2.7,0,
20230119_15,101243,201267,,11.3,0,
20230119_15,101243,201255,,4.2,0,
20230119_15,101243,201259,,6.2,0,
20230119_15,101243,,301266,10.6,0,
20230119_15,101244,201265,,10.5,0,
20230119_15,101244,201257,,5.4,0,
20230119_15,101244,201252,,2.8,0,
20230119_15,101246,201263,,9.1,0,
20230119_15,101246,201258,,4.9,0,
20230119_15,101246,201254,,3.2,0,
20230119_15,101250,201265,,8.2,0,
20230119_15,101250,201257,,3.1,0,
20230119_15,101251,201258,,2.9,0,
20230119_15,101251,201263,,7.1,0,
20230119_15,101253,,301266,7.2,0,
20230119_15,101253,201267,,7.9,0,
20230119_15,101253,201259,,2.8,0,
20230119_15,101253,,301271,12.8,0,
20230119_15,101256,201267,,6.6,0,
20230119_15,101256,,301271,11.5,0,
20230119_15,101256,,301266,5.9,0,
20230119_15,101260,201263,,3.5,0,
20230119_15,101351,201353,,6.8,1,updated
20230119_15,101351,,301355,10.8,0,
20230119_15,101421,201427,,12.8,0,
20230119_15,101421,,301423,5.6,1,
20230119_15,101424,201426,,6.6,1,updated
20230119_15,101755,,301758,7.5,0,
20230119_15,101756,,301758,3.8,0,
20230119_15,101994,202003,,6.7,0,
20230119_15,101997,202006,,4.2,1,
20230119_15,101997,,302013,9.9,0,
20230119_15,102000,202003,,3,0,
20230119_15,102001,202010,,6.7,0,
20230119_15,102001,202007,,4,0,
20230119_15,102002,202010,,5.1,0,
20230119_15,102005,,302013,6.4,0,updated
20230119_15,102008,202010,,2.6,0,
20230119_15,102114,202130,,7.7,0,
20230119_15,102115,202126,,5.3,0,
20230119_15,102115,202137,,11.7,0,
20230119_15,102114,202127,,5.3,0,
20230119_15,102116,202129,,5.5,0,
20230119_15,102116,202132,,7.9,0,
20230119_15,102119,202129,,3.7,0,
20230119_15,102119,202132,,6.1,0,
20230119_15,102121,202130,,4.8,0,
20230119_15,102124,202132,,4.5,0,
20230119_15,102125,202130,,2.8,0,
20230119_15,102128,202132,,2.7,0,
20230119_15,102259,202267,,5.3,1,
20230119_15,102259,202276,,12.9,0,
20230119_15,102261,202273,,9.8,0,
20230119_15,102265,202274,,7.8,0,
20230119_15,102269,202274,,6.4,1,
20230119_15,102268,202276,,7.6,1,
20230119_15,102270,202273,,5.5,0,
20230119_15,102460,202461,,3.7,1,
20230119_15,102460,202470,,10.5,0,
20230119_15,102462,202468,,4.7,1,
20230119_15,102463,202470,,5.1,1,
20230119_15,102464,202472,,4.7,1,
20230119_16,100097,200098,,3.5,1,
20230119_16,100192,200198,,11.5,0,
20230119_16,100192,200193,,4.2,1,
20230119_16,100194,200198,,6.3,1,
20230119_16,100327,200344,,11.4,0,
20230119_16,100327,200338,,6.6,0,
20230119_16,100328,,300341,8.7,0,
20230119_16,100331,200338,,4.6,0,
20230119_16,100331,200344,,9.4,0,
20230119_16,100335,,300341,4.2,0,
20230119_16,100335,,300347,10.2,0,
20230119_16,100336,200344,,6.1,0,
20230119_16,100337,200346,,7.4,1,
20230119_16,100339,200344,,4.2,0,
20230119_16,100340,,300347,6.2,0,
20230119_16,100472,200491,,11.3,0,
20230119_16,100472,200484,,5.8,0,
20230119_16,100472,200478,,3.4,0,
20230119_16,100473,200490,,9.2,0,
20230119_16,100473,200485,,5.8,0,
20230119_16,100473,200479,,3.4,0,
20230119_16,100475,200492,,11,0,
20230119_16,100475,200487,,5.8,0,
20230119_16,100481,200492,,8.3,0,
20230119_16,100481,200487,,3.1,0,
20230119_16,100482,200491,,7,0,
20230119_16,100483,200492,,6.9,0,
20230119_16,100486,200490,,2.8,0,
20230119_16,100488,200492,,5,0,
20230119_16,100697,200722,,12.9,0,
20230119_16,100697,200715,,9.1,0,
20230119_16,100698,200710,,5.7,0,
20230119_16,100698,,300719,10.4,0,
20230119_16,100699,200721,,11.6,0,
20230119_16,100699,200713,,6.9,0,
20230119_16,100700,,300719,9.3,0,
20230119_16,100700,200710,,4.6,0,
20230119_16,100705,200721,,8.3,0,
20230119_16,100705,200713,,3.6,0,
20230119_16,100708,200715,,4.1,0,
20230119_16,100708,200722,,7.9,0,
20230119_16,100709,,300719,5.5,0,
20230119_16,100709,200723,,10.2,0,
20230119_16,100711,200721,,5.6,0,
20230119_16,100712,200722,,6,0,
20230119_16,100714,,300719,2.7,0,
20230119_16,100714,200723,,7.4,0,
20230119_16,100716,200722,,3.7,0,
20230119_16,100817,200830,,7.3,0,
20230119_16,100819,200824,,3,0,
20230119_16,100819,200829,,5.6,0,
20230119_16,100820,200828,,4.7,0,
20230119_16,100822,200830,,4.1,0,
20230119_16,100823,200829,,3.6,0,
20230119_16,100863,200868,,4.2,0,updated
20230119_16,100866,200872,,7.5,0,
20230119_16,100867,200872,,6.1,0,
20230119_16,100992,201000,,4.8,0,
20230119_16,100992,,301006,8.2,0,
20230119_16,100994,201001,,4.5,0,
20230119_16,100994,201003,,5.8,0,
20230119_16,100994,201007,,7.2,0,
20230119_16,100996,201001,,3.2,0,
20230119_16,100996,201003,,4.5,0,
20230119_16,100996,201007,,5.9,0,
20230119_16,100996,201015,,12,0,
20230119_16,100998,201013,,10.8,0,
20230119_16,100998,,301006,5.4,0,
20230119_16,100999,201008,,4.6,1,
20230119_16,100999,201017,,11.2,0,
20230119_16,101002,201013,,6.8,0,
20230119_16,101004,201017,,7.8,1,
20230119_16,101005,201015,,6.6,1,
20230119_16,101136,201153,,8.4,0,
20230119_16,101136,201150,,6.7,0,
20230119_16,101136,201147,,4.7,0,
20230119_16,101136,201156,,12.6,0,
20230119_16,101138,201155,,10.9,0,
20230119_16,101138,201148,,4.9,0,
20230119_16,101142,201156,,10.7,0,
20230119_16,101142,201153,,6.5,0,
20230119_16,101142,201147,,2.8,0,
20230119_16,101142,201150,,4.8,0,
20230119_16,101143,201153,,4.8,0,
20230119_16,101143,201150,,3.1,0,
20230119_16,101143,201156,,9,0,
20230119_16,101146,201155,,7.8,0,
20230119_16,101149,201156,,6.9,0,
20230119_16,101149,201153,,2.7,0,
20230119_16,101152,201156,,4.8,0,
20230119_16,101154,201155,,2.5,0,
20230119_16,101321,201326,,4.8,0,
20230119_16,101322,201326,,2.8,0,
20230119_16,101323,201328,,6.2,1,
20230119_16,101325,201329,,6.7,1,
20230119_16,101465,201476,,5.8,0,
20230119_16,101465,201473,,4.4,1,
20230119_16,101466,201477,,4.9,0,
20230119_16,101466,201483,,8.1,0,
20230119_16,101466,201472,,2.7,0,updated
20230119_16,101466,201487,,11.1,0,
20230119_16,101467,201489,,12.2,0,
20230119_16,101467,201473,,3.1,0,
20230119_16,101467,201476,,4.5,1,
20230119_16,101470,201487,,10,0,
20230119_16,101470,201483,,7,0,
20230119_16,101470,201477,,3.8,0,updated
20230119_16,101474,201483,,4.4,0,updated
20230119_16,101474,201487,,7.4,0,
20230119_16,101475,201489,,7.7,0,
20230119_16,101478,201489,,7,0,
20230119_16,101479,201487,,5.6,0,updated
20230119_16,101479,201483,,2.6,0,
20230119_16,101480,201490,,7.9,1,
20230119_16,101481,201489,,5,0,
20230119_16,101563,201572,,6.1,0,
20230119_16,101563,201569,,4.6,1,
20230119_16,101564,201572,,4.6,1,
20230119_16,101564,201587,,12.8,0,
20230119_16,101564,201569,,3.1,0,
20230119_16,101566,201583,,10,0,
20230119_16,101566,201575,,4.4,0,
20230119_16,101567,201574,,4.1,0,
20230119_16,101567,201578,,6.5,0,
20230119_16,101567,201586,,11.5,0,
20230119_16,101570,201578,,4.4,0,
20230119_16,101570,201586,,9.4,0,
20230119_16,101571,201583,,6.9,0,
20230119_16,101573,201587,,7.7,1,
20230119_16,101576,201583,,5.1,0,
20230119_16,101577,201586,,6.8,0,
20230119_16,101699,201711,,5.2,1,
20230119_16,101699,201717,,7.6,0,
20230119_16,101699,201722,,12.9,0,
20230119_16,101702,201709,,3.7,0,
20230119_16,101702,201716,,6.9,0,
20230119_16,101702,201712,,5.3,0,
20230119_16,101704,201712,,3.8,0,
20230119_16,101704,201716,,5.4,0,
20230119_16,101706,201711,,2.8,0,
20230119_16,101706,201717,,5.2,1,
20230119_16,101706,201722,,10.5,0,
20230119_16,101707,201724,,12.4,0,
20230119_16,101707,201715,,4.3,0,
20230119_16,101707,201718,,5.5,0,
20230119_16,101710,201715,,2.8,0,
20230119_16,101710,201718,,4,0,
20230119_16,101710,201724,,10.9,0,
20230119_16,101713,201722,,6.5,1,
20230119_16,101714,201724,,8.5,0,
20230119_16,101719,201724,,6.7,0,
20230119_16,101814,201817,,8.3,1,
20230119_16,102135,202150,,8,0,
20230119_16,102138,202155,,7.9,0,
20230119_16,102138,202157,,11.4,0,
20230119_16,102138,202146,,4.6,0,
20230119_16,102138,202148,,6.1,0,
20230119_16,102140,202149,,5.1,1,
20230119_16,102142,202146,,3,0,
20230119_16,102142,202148,,4.5,0,
20230119_16,102142,202157,,9.8,0,
20230119_16,102142,202155,,6.3,0,
20230119_16,102143,202150,,4.7,0,
20230119_16,102143,202159,,11.5,0,
20230119_16,102145,202157,,7.3,0,
20230119_16,102145,202155,,3.8,0,
20230119_16,102147,202159,,8.2,0,
20230119_16,102151,202157,,4.8,0,
20230119_16,102152,202161,,8.2,1,updated
20230119_16,102152,,302162,10,0,
20230119_16,102153,202157,,3.7,0,
20230119_16,102154,202159,,5.7,0,
20230119_16,102266,202271,,4.6,1,
20230119_16,102266,202273,,6.2,0,
20230119_16,102270,202273,,4.5,1,
20230119_16,102270,202278,,11.9,0,
20230119_16,102270,202271,,2.9,0,
20230119_16,102274,202278,,7,1,
20230119_17,100004,200009,,8.3,1,updated
20230119_17,100092,200099,,10,0,
20230119_17,100092,200096,,4.8,1,
20230119_17,100094,200099,,6.8,1,
20230119_17,100199,200211,,7.3,0,
20230119_17,100199,200207,,4.4,1,
20230119_17,100199,200210,,5.9,0,
20230119_17,100200,200215,,10.1,0,
20230119_17,100200,200206,,3.8,1,
20230119_17,100201,200205,,3.6,1,
20230119_17,100200,200208,,4.9,0,
20230119_17,100202,200215,,8.9,0,
20230119_17,100202,200206,,2.6,0,
20230119_17,100202,200208,,3.7,1,
20230119_17,100203,200219,,12.2,0,
20230119_17,100203,200211,,5.4,0,
20230119_17,100203,200210,,4,1,
20230119_17,100203,200207,,2.5,0,
20230119_17,100204,200211,,4.2,1,
20230119_17,100204,200210,,2.8,0,
20230119_17,100204,200219,,11,0,
20230119_17,100209,200215,,5.1,1,
20230119_17,100343,200353,,6.2,0,
20230119_17,100343,200347,,2.7,0,updated
20230119_17,100345,200352,,4.8,1,
20230119_17,100345,200356,,8.5,0,
20230119_17,100348,200353,,3.4,0,
20230119_17,100349,200354,,5.5,0,
20230119_17,100350,200356,,6.2,1,
20230119_17,100350,200352,,2.5,0,
20230119_17,100351,200354,,3.3,0,
20230119_17,100463,200472,,5.8,0,updated
20230119_17,100463,200475,,7.9,0,
20230119_17,100463,200477,,9.5,0,
20230119_17,100465,200479,,9.4,0,
20230119_17,100465,200473,,5.2,1,
20230119_17,100466,200477,,7.6,0,
20230119_17,100466,200475,,6,0,updated
20230119_17,100466,200472,,3.9,0,
20230119_17,100466,200482,,12.3,0,
20230119_17,100468,200477,,6.3,0,updated
20230119_17,100468,200482,,11,0,
20230119_17,100469,,300478,6.6,1,
20230119_17,100468,200475,,4.7,0,
20230119_17,100468,200472,,2.6,0,
20230119_17,100474,200482,,6.6,1,
20230119_17,100694,200697,,5.4,0,
20230119_17,100695,200697,,4.6,0,
20230119_17,100808,200815,,4.8,1,
20230119_17,100808,200823,,11.9,0,
20230119_17,100808,200817,,7.3,0,
20230119_17,100811,200815,,2.6,0,
20230119_17,100811,200823,,9.7,0,
20230119_17,100811,200817,,5.1,1,
20230119_17,100813,200818,,4.4,1,
20230119_17,100813,200826,,12.2,0,
20230119_17,100816,200823,,5.5,1,
20230119_17,100820,200826,,6.9,1,
20230119_17,100921,200925,,4.1,1,
20230119_17,101026,201027,,4.4,1,
20230119_17,101028,201029,,6.6,1,
20230119_17,101098,201108,,10,0,
20230119_17,101098,201107,,7.1,0,
20230119_17,101101,201108,,7.5,0,
20230119_17,101101,201107,,4.6,0,
20230119_17,101101,,301109,11.5,0,
20230119_17,101106,,301109,8.6,0,
20230119_17,101106,201108,,4.6,0,
20230119_17,101190,201191,,3.5,1,
20230119_17,101192,201198,,6.4,1,
20230119_17,101193,,301200,6,1,
20230119_17,101376,,301378,6.6,1,
20230119_17,101470,201488,,10.5,0,
20230119_17,101470,201483,,6.8,0,
20230119_17,101474,201481,,4.5,1,
20230119_17,101474,201492,,11.1,0,
20230119_17,101474,201486,,7.5,0,
20230119_17,101475,201483,,4.1,0,
20230119_17,101476,201482,,3.8,1,
20230119_17,101475,201488,,7.8,0,
20230119_17,101479,201488,,5,0,
20230119_17,101480,201486,,3.1,1,
20230119_17,101480,201492,,6.7,0,
20230119_17,101484,201497,,8.2,1,
20230119_17,101485,201492,,4.4,0,updated
20230119_17,101560,201580,,8.3,0,
20230119_17,101560,201573,,5.3,0,
20230119_17,101560,201569,,3.1,0,
20230119_17,101561,201581,,8.7,0,
20230119_17,101561,,301574,4.9,0,
20230119_17,101563,201576,,5.4,0,
20230119_17,101563,201587,,11.3,0,
20230119_17,101565,201573,,3.3,0,
20230119_17,101565,201580,,6.3,0,
20230119_17,101568,201580,,5.2,0,
20230119_17,101570,201581,,5.7,0,
20230119_17,101571,201581,,4.5,0,
20230119_17,101572,201587,,7.6,0,
20230119_17,101578,201587,,5.4,0,
20230119_17,101705,201713,,4.7,0,
20230119_17,101705,201722,,11,0,
20230119_17,101706,201722,,9.6,0,
20230119_17,101706,201713,,3.3,0,
20230119_17,101707,201725,,10.8,0,
20230119_17,101707,201718,,5.4,0,
20230119_17,101709,201720,,5.8,0,
20230119_17,101709,,301723,8.8,0,
20230119_17,101709,201716,,3.4,0,
20230119_17,101712,201722,,6.8,0,
20230119_17,101714,201725,,7.5,0,
20230119_17,101715,,301723,5.5,0,
20230119_17,101715,201720,,2.5,0,
20230119_17,101715,201727,,10.6,0,
20230119_17,101717,201722,,4.2,0,
20230119_17,101719,201727,,8.4,0,
20230119_17,101719,,301723,3.3,0,
20230119_17,101721,201725,,3,0,
20230119_17,101867,201869,,4.6,1,
20230119_17,101868,201870,,3.9,1,
20230119_17,101974,201978,,7.5,1,
20230119_17,101975,201977,,5.9,1,
20230119_17,101976,201979,,8.3,1,
20230119_17,102082,202084,,4.9,0,
20230119_17,102082,202086,,9.4,0,
20230119_17,102083,,302085,7.9,0,updated
20230119_17,102243,202249,,4.1,0,
20230119_17,102243,202262,,11.7,0,
20230119_17,102243,202255,,7.4,0,
20230119_17,102247,202261,,9.4,0,
20230119_17,102247,202254,,4.3,0,
20230119_17,102248,202262,,8.7,0,
20230119_17,102248,202255,,4.4,0,
20230119_17,102250,202260,,6.3,0,
20230119_17,102251,202261,,6.1,0,
20230119_17,102253,202262,,6.2,0,
20230119_17,102252,202260,,5.1,0,
20230119_17,102256,202262,,4.2,0,
20230119_17,102257,,302270,9.7,0,
20230119_17,102257,202261,,2.7,0,
20230119_18,100002,200007,,7,1,updated
20230119_18,100001,200005,,6.7,1,updated
20230119_18,100120,200121,,4,1,
20230119_18,100173,200185,,6.7,0,
20230119_18,100173,200192,,11.6,0,
20230119_18,100173,200181,,5.2,0,
20230119_18,100174,200183,,5.6,0,
20230119_18,100174,200194,,12.2,0,
20230119_18,100175,200194,,11.2,0,
20230119_18,100175,200183,,4.6,0,
20230119_18,100177,200187,,5.5,0,
20230119_18,100177,200195,,11.2,0,
20230119_18,100177,,300190,7,0,
20230119_18,100178,,300190,5.6,0,
20230119_18,100178,200195,,9.8,0,
20230119_18,100178,200187,,4.1,0,
20230119_18,100180,200192,,6.7,0,
20230119_18,100182,200194,,6.6,0,
20230119_18,100184,,300190,2.8,0,
20230119_18,100184,200195,,7,0,
20230119_18,100186,200192,,4.8,0,
20230119_18,100188,200195,,5.6,0,
20230119_18,100189,200192,,2.9,0,
20230119_18,100319,200332,,6,0,updated
20230119_18,100319,200338,,9.7,0,
20230119_18,100319,200335,,8.1,0,
20230119_18,100320,200342,,11.1,0,
20230119_18,100320,200336,,7.7,0,
20230119_18,100320,200333,,5.5,1,
20230119_18,100323,200338,,7.5,0,
20230119_18,100323,200335,,5.9,0,updated
20230119_18,100323,200332,,3.8,0,
20230119_18,100324,200340,,9.2,0,
20230119_18,100324,200334,,5,1,
20230119_18,100326,200333,,3.3,0,
20230119_18,100326,200336,,5.5,1,
20230119_18,100326,200342,,8.9,0,
20230119_18,100328,200335,,4.2,0,
20230119_18,100328,200338,,5.8,0,updated
20230119_18,100330,200342,,7.1,1,
20230119_18,100330,200336,,3.7,0,
20230119_18,100331,200340,,6.2,1,
20230119_18,100337,,300345,10.6,1,
20230119_18,100431,200434,,6.1,1,
20230119_18,100433,200436,,7,1,
20230119_18,100529,200532,,5,1,
20230119_18,100587,200598,,7.1,0,
20230119_18,100587,,300595,4.8,0,
20230119_18,100591,200599,,4.5,1,
20230119_18,100591,200607,,10.5,0,
20230119_18,100592,200598,,4,0,
20230119_18,100592,200611,,13,0,
20230119_18,100593,200603,,6.2,0,
20230119_18,100594,200603,,5.3,0,
20230119_18,100596,200607,,7.7,1,
20230119_18,100597,200603,,3.8,0,
20230119_18,100600,200611,,8.6,0,
20230119_18,100600,,300615,12.9,0,
20230119_18,100819,200822,,12,0,
20230119_18,100819,200820,,4.5,1,
20230119_18,100821,200822,,7.3,1,
20230119_18,100979,,300996,9.2,0,
20230119_18,100979,200985,,4,0,
20230119_18,100980,200987,,3.6,1,
20230119_18,100980,200990,,5.6,0,
20230119_18,100983,201003,,12.1,0,
20230119_18,100983,200990,,3.7,1,
20230119_18,100986,201005,,10.7,0,
20230119_18,100986,,300996,4.9,0,
20230119_18,100988,201006,,9.6,0,
20230119_18,100989,,300996,3,0,
20230119_18,100989,201005,,8.8,0,
20230119_18,100991,201006,,9,0,
20230119_18,100992,201006,,8.1,0,
20230119_18,101158,201167,,4.9,1,updated
20230119_18,101158,201179,,12.8,0,
20230119_18,101161,,301170,5.1,0,
20230119_18,101161,201172,,7,0,
20230119_18,101161,201180,,11.8,0,
20230119_18,101162,201171,,5.4,0,
20230119_18,101162,201173,,7.3,0,
20230119_18,101165,201171,,3.1,0,
20230119_18,101165,201173,,5,0,
20230119_18,101166,201172,,3.4,0,
20230119_18,101166,201180,,8.2,0,
20230119_18,101168,201173,,3,0,
20230119_18,101169,201179,,7.2,0,
20230119_18,101174,201179,,4,0,
20230119_18,101175,201180,,3.8,0,
20230119_18,101232,201237,,3.1,0,
20230119_18,101232,201244,,9.1,0,
20230119_18,101232,201241,,6.8,0,
20230119_18,101234,201242,,6.9,0,
20230119_18,101234,201246,,9.2,0,
20230119_18,101234,201236,,2.7,0,
20230119_18,101238,201246,,6.2,0,
20230119_18,101238,201242,,3.9,0,
20230119_18,101240,201246,,4.3,0,
20230119_18,101366,201373,,8.9,0,
20230119_18,101366,201370,,6.2,0,
20230119_18,101368,201373,,6.3,0,
20230119_18,101368,201376,,10.6,0,
20230119_18,101368,201370,,3.6,0,
20230119_18,101441,201444,,11.2,0,
20230119_18,101441,201443,,4.3,1,
20230119_18,101442,201444,,7.3,1,
20230119_18,101537,201548,,10,0,
20230119_18,101537,201546,,7.1,0,
20230119_18,101537,201544,,5.3,0,
20230119_18,101547,,301549,6.1,1,
20230119_18,101608,201616,,8.1,0,
20230119_18,101608,201614,,6.1,0,
20230119_18,101610,201615,,6.4,0,
20230119_18,101610,201613,,4.3,0,
20230119_18,101702,201703,,5.3,1,
20230119_18,101841,,301843,6.2,1,
20230119_19,100040,200043,,8.4,0,updated
20230119_19,100084,200086,,5.4,1,
20230119_19,100116,200117,,4.8,1,
20230119_19,100178,200179,,4.5,1,
20230119_19,100227,200235,,4.8,0,
20230119_19,100229,200240,,4.7,0,
20230119_19,100230,200235,,2.9,0,
20230119_19,100303,200304,,6.8,1,
20230119_19,100338,200340,,5.7,1,
20230119_19,100521,,300527,9.7,0,
20230119_19,100521,,300524,4.7,1,
20230119_19,100523,,300527,5.2,1,
20230119_19,100525,200528,,5.3,1,
20230119_19,100595,200600,,6.7,0,
20230119_19,100763,200764,,4.5,1,
20230119_19,100928,200937,,7.3,0,
20230119_19,100929,200934,,4,1,
20230119_19,100931,200936,,4.1,1,
20230119_19,100931,200941,,11,0,
